ST_CASE,YEAR,FATALS,PEDS,PERNOTMVIT,VE_TOTAL,VE_FORMS,PVH_INVL,PERSONS,PERMVIT,STATENAME,MONTHNAME,DAYNAME,DAY_WEEKNAME,HOURNAME,MINUTENAME,ROUTENAME,RUR_URBNAME,FUNC_SYSNAME,RD_OWNERNAME,NHSNAME,SP_JURNAME,HARM_EVNAME,MAN_COLLNAME,RELJCT1NAME,RELJCT2NAME,TYP_INTNAME,REL_ROADNAME,WRK_ZONENAME,LGT_CONDNAME,WEATHERNAME,SCH_BUSNAME,RAILNAME,LATITUDE,LONGITUD,COUNTYNAME,CITYNAME
80458,2021,1,0,0,2,2,0,2,2,Colorado,July,18,Sunday,8:00pm-8:59pm,18,Local Street - Municipality,Urban,Minor Arterial,City or Municipal Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,No,Intersection,Four-Way Intersection,On Roadway,,Dusk,Clear,No,Not Applicable,38.24398056,-104.64381389,PUEBLO (101),PUEBLO
80459,2021,1,1,1,2,2,0,1,1,Colorado,August,23,Monday,2:00am-2:59am,33,Interstate,Urban,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Sideswipe - Same Direction,No,Non-Junction,Not an Intersection,On Roadway,,Dark - Lighted,Clear,No,Not Applicable,39.88203611,-104.98777222,ADAMS (1),NORTHGLENN
80460,2021,1,0,0,1,1,0,1,1,Colorado,October,17,Sunday,2:00am-2:59am,2,Local Street - Municipality,Urban,Minor Arterial,City or Municipal Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Curb,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadside,,Dark - Lighted,Clear,No,Not Applicable,38.24399444,-104.61916667,PUEBLO (101),PUEBLO
80461,2021,1,0,0,1,1,0,1,1,Colorado,October,1,Friday,0:00am-0:59am,58,Interstate,Urban,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Concrete Traffic Barrier,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Yes,Other location within Interchange Area,Not an Intersection,On Median,,Dark - Not Lighted,Clear,No,Not Applicable,39.74020833,-104.718475,ARAPAHOE (5),NOT APPLICABLE
80462,2021,3,0,0,1,1,0,5,5,Colorado,October,1,Friday,6:00pm-6:59pm,40,Interstate,Rural,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Culvert,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadside,,Dark - Not Lighted,Cloudy,No,Not Applicable,40.83506944,-104.96861944,LARIMER (69),NOT APPLICABLE
80463,2021,1,0,0,2,2,0,2,2,Colorado,October,1,Friday,8:00pm-8:59pm,26,State Highway,Urban,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,No,Intersection,Four-Way Intersection,On Roadway,,Dark - Lighted,Clear,No,Not Applicable,39.72395556,-104.86604722,ARAPAHOE (5),AURORA
80464,2021,1,0,0,3,3,0,4,4,Colorado,October,1,Friday,9:00pm-9:59pm,35,U.S. Highway,Urban,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,No,Intersection,Four-Way Intersection,On Roadway,,Dark - Not Lighted,Clear,No,Not Applicable,40.46645556,-104.69706667,WELD (123),NOT APPLICABLE
80465,2021,1,0,0,2,2,0,2,2,Colorado,October,3,Sunday,7:00pm-7:59pm,5,U.S. Highway,Rural,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Front,No,Non-Junction,Not an Intersection,On Shoulder,,Dusk,Clear,No,Not Applicable,37.40765,-107.83887778,LA PLATA (67),NOT APPLICABLE
80466,2021,1,0,1,2,1,1,2,1,Colorado,October,4,Monday,7:00pm-7:59pm,20,Local Street - Municipality,Urban,Local,City or Municipal Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadway,,Dark - Lighted,Clear,No,Not Applicable,39.86498611,-104.87735278,ADAMS (1),COMMERCE CITY
80467,2021,2,0,0,1,1,0,2,2,Colorado,October,2,Saturday,8:00am-8:59am,45,County Road,Rural,Minor Collector,"State Park, Forest, or Reservation Agency",This section IS NOT on the NHS,No Special Jurisdiction,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadside,,Daylight,Clear,No,Not Applicable,37.5756,-106.73022222,MINERAL (79),NOT APPLICABLE
80468,2021,1,0,0,1,1,0,1,1,Colorado,October,6,Wednesday,0:00am-0:59am,30,U.S. Highway,Urban,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Curb,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Median,,Dark - Lighted,Clear,No,Not Applicable,40.16798889,-105.10252222,BOULDER (13),LONGMONT
80469,2021,1,0,0,2,2,0,2,2,Colorado,October,5,Tuesday,7:00pm-7:59pm,50,State Highway,Urban,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Rear,No,Non-Junction,Not an Intersection,On Roadway,,Dark - Lighted,Clear,No,Not Applicable,39.669,-105.05331111,JEFFERSON (59),LAKEWOOD
80470,2021,1,0,0,2,2,0,2,2,Colorado,October,6,Wednesday,0:00am-0:59am,48,Interstate,Urban,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Rear,Yes,Through Roadway,Not an Intersection,On Roadway,,Dark - Lighted,Not Reported,No,Not Applicable,39.72191111,-105.00908333,DENVER (31),DENVER
80471,2021,1,1,1,1,1,0,1,1,Colorado,October,27,Wednesday,4:00am-4:59am,50,Local Street - Municipality,Urban,Principal Arterial - Other,City or Municipal Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Intersection-Related,Four-Way Intersection,On Roadway,,Dark - Lighted,Not Reported,No,Not Applicable,39.77793333,-104.84713889,DENVER (31),DENVER
80472,2021,1,1,1,1,1,0,1,1,Colorado,October,7,Thursday,7:00am-7:59am,32,County Road,Rural,Local,County Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,39.75999167,-104.38702778,ADAMS (1),NOT APPLICABLE
80473,2021,1,0,0,2,2,0,2,2,Colorado,October,8,Friday,11:00am-11:59am,30,State Highway,Rural,Minor Arterial,State Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Front,No,Non-Junction,Not an Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,37.83540833,-105.30722778,HUERFANO (55),NOT APPLICABLE
80474,2021,1,0,0,1,1,0,1,1,Colorado,October,8,Friday,11:00am-11:59am,55,U.S. Highway,Rural,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,"Post, Pole or Other Supports",The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadside,,Daylight,Clear,No,Not Applicable,38.10339444,-106.04725833,SAGUACHE (109),NOT APPLICABLE
80475,2021,1,0,0,2,2,0,2,2,Colorado,October,8,Friday,4:00pm-4:59pm,4,County Road,Rural,Minor Collector,County Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Front,No,Non-Junction,Not an Intersection,On Roadway,,Daylight,Cloudy,No,Not Applicable,40.3031,-103.69656111,MORGAN (87),NOT APPLICABLE
80476,2021,1,0,0,2,2,0,2,2,Colorado,October,9,Saturday,6:00pm-6:59pm,53,Interstate,Rural,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Front,No,Non-Junction,Not an Intersection,On Roadway,,Dusk,Clear,No,Not Applicable,39.15248056,-108.30315,MESA (77),NOT APPLICABLE
80477,2021,1,0,0,1,1,0,1,1,Colorado,October,10,Sunday,0:00am-0:59am,50,County Road,Urban,Minor Arterial,County Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadway,,Dark - Lighted,Clear,No,Not Applicable,39.81494444,-105.03461667,ADAMS (1),NOT APPLICABLE
80478,2021,1,0,0,5,5,0,2,2,Colorado,October,5,Tuesday,10:00pm-10:59pm,45,Interstate,Urban,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Rear,No,Non-Junction,Not an Intersection,On Shoulder,Construction,Dark - Not Lighted,Clear,No,Not Applicable,39.64251944,-106.03979444,SUMMIT (117),NOT APPLICABLE
80479,2021,1,1,1,1,1,0,2,2,Colorado,October,8,Friday,6:00am-6:59am,10,U.S. Highway,Urban,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Intersection-Related,Four-Way Intersection,On Roadway,,Dark - Lighted,Clear,No,Not Applicable,39.74012778,-104.99658889,DENVER (31),DENVER
80480,2021,1,0,0,2,2,0,3,3,Colorado,October,9,Saturday,1:00pm-1:59pm,38,U.S. Highway,Urban,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,No,Intersection,T-Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,39.91423333,-105.07654444,BROOMFIELD (14),BROOMFIELD
80481,2021,1,0,0,1,1,0,2,2,Colorado,October,11,Monday,10:00pm-10:59pm,39,Interstate,Urban,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Cable Barrier,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Yes,Other location within Interchange Area,Not an Intersection,On Median,,Dark - Lighted,Clear,No,Not Applicable,39.76645833,-104.79310556,ADAMS (1),AURORA
80482,2021,1,0,0,2,2,0,5,5,Colorado,October,3,Sunday,9:00pm-9:59pm,20,Local Street - Municipality,Urban,Principal Arterial - Other,City or Municipal Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Sideswipe - Same Direction,No,Non-Junction,Not an Intersection,On Roadway,,Dark - Lighted,Clear,No,Not Applicable,38.84187778,-104.7573,EL PASO (41),COLORADO SPRINGS
80483,2021,1,0,0,2,2,0,2,2,Colorado,October,11,Monday,2:00am-2:59am,51,Interstate,Rural,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Front,No,Non-Junction,Not an Intersection,On Roadway,,Dark - Lighted,Clear,No,Not Applicable,40.02175,-104.69272778,WELD (123),LOCHBUIE
80484,2021,2,3,3,1,1,0,2,2,Colorado,October,13,Wednesday,1:00pm-1:59pm,12,Local Street - Municipality,Urban,Principal Arterial - Other,City or Municipal Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadside,,Daylight,Clear,No,Not Applicable,39.67370833,-104.78985556,ARAPAHOE (5),AURORA
80485,2021,1,0,0,2,2,0,3,3,Colorado,October,7,Thursday,9:00am-9:59am,27,Local Street - Municipality,Urban,Major Collector,City or Municipal Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,No,Intersection,Four-Way Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,39.74819444,-104.96848333,DENVER (31),DENVER
80486,2021,1,0,0,2,2,0,2,2,Colorado,October,14,Thursday,9:00am-9:59am,21,Interstate,Rural,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Rear,No,Non-Junction,Not an Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,39.67689167,-105.9468,SUMMIT (117),NOT APPLICABLE
80487,2021,1,0,0,2,2,0,2,2,Colorado,October,14,Thursday,11:00am-11:59am,1,State Highway,Rural,Minor Arterial,State Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Front,No,Non-Junction,Not an Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,38.79690833,-107.82977778,DELTA (29),NOT APPLICABLE
80488,2021,1,0,0,1,1,0,1,1,Colorado,October,14,Thursday,5:00pm-5:59pm,5,Interstate,Rural,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadside,,Daylight,Cloudy,No,Not Applicable,39.56575,-107.41638889,GARFIELD (45),NOT APPLICABLE
80489,2021,1,0,0,2,2,0,2,2,Colorado,October,15,Friday,0:00am-0:59am,16,State Highway,Urban,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,No,Intersection,Four-Way Intersection,On Roadway,,Dark - Lighted,Cloudy,No,Not Applicable,39.67473056,-104.86601944,ARAPAHOE (5),AURORA
80490,2021,1,1,1,1,1,0,1,1,Colorado,October,15,Friday,8:00am-8:59am,39,State Highway,Urban,Principal Arterial - Other Freeways and Expressways,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Pedalcyclist,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,40.12903056,-105.1414,BOULDER (13),NOT APPLICABLE
80491,2021,1,0,0,1,1,0,1,1,Colorado,October,15,Friday,5:00pm-5:59pm,20,State Highway,Rural,Minor Arterial,State Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,40.57191667,-106.28409167,JACKSON (57),NOT APPLICABLE
80492,2021,1,0,0,2,2,0,3,3,Colorado,October,15,Friday,8:00pm-8:59pm,40,Interstate,Rural,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Rear,No,Non-Junction,Not an Intersection,On Roadway,,Dark - Not Lighted,Clear,No,Not Applicable,39.74003611,-104.68696944,ARAPAHOE (5),NOT APPLICABLE
80493,2021,1,0,0,1,1,0,1,1,Colorado,October,15,Friday,11:00pm-11:59pm,27,Interstate,Urban,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,"Post, Pole or Other Supports",The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Yes,Other location within Interchange Area,Not an Intersection,On Roadside,,Dark - Lighted,Clear,No,Not Applicable,39.63594167,-104.90839722,DENVER (31),DENVER
80494,2021,1,0,0,1,1,0,1,1,Colorado,October,16,Saturday,0:00am-0:59am,40,County Road,Rural,Minor Collector,County Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Boulder,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadside,,Dark - Not Lighted,Clear,No,Not Applicable,38.95144444,-107.27213889,GUNNISON (51),NOT APPLICABLE
80495,2021,1,0,0,1,1,0,1,1,Colorado,October,16,Saturday,9:00pm-9:59pm,47,County Road,Urban,Minor Arterial,County Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Curb,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadside,,Dark - Lighted,Clear,No,Not Applicable,39.59478056,-105.12891111,JEFFERSON (59),NOT APPLICABLE
80496,2021,1,0,0,1,1,0,2,2,Colorado,October,17,Sunday,2:00am-2:59am,10,State Highway,Urban,Principal Arterial - Other Freeways and Expressways,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Yes,Other location within Interchange Area,Not an Intersection,On Median,,Dark - Not Lighted,Clear,No,Not Applicable,40.04783333,-105.23751944,BOULDER (13),NOT APPLICABLE
80497,2021,1,0,0,1,1,0,1,1,Colorado,October,17,Sunday,10:00pm-10:59pm,57,County Road,Rural,Major Collector,County Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Fence,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,Outside Trafficway,,Dark - Not Lighted,Clear,No,Not Applicable,37.51888889,-105.9661,ALAMOSA (3),NOT APPLICABLE
80498,2021,1,0,0,1,1,0,2,2,Colorado,October,12,Tuesday,8:00pm-8:59pm,10,Interstate,Rural,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,"Post, Pole or Other Supports",The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Yes,Entrance/Exit Ramp Related,Not an Intersection,On Roadside,,Dark - Lighted,Clear,No,Not Applicable,39.46926667,-104.87244444,DOUGLAS (35),NOT APPLICABLE
80499,2021,1,1,1,1,1,0,1,1,Colorado,October,15,Friday,6:00pm-6:59pm,52,Local Street - Municipality,Urban,Minor Arterial,City or Municipal Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadway,,Dark - Not Lighted,Clear,No,Not Applicable,40.52375,-105.05197222,LARIMER (69),FORT COLLINS
80500,2021,1,0,0,1,1,0,1,1,Colorado,October,19,Tuesday,6:00am-6:59am,50,State Highway,Rural,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,"Post, Pole or Other Supports",The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadside,,Dark - Not Lighted,Clear,No,Not Applicable,40.842525,-103.68925,WELD (123),NOT APPLICABLE
80501,2021,1,0,0,1,1,0,1,1,Colorado,October,12,Tuesday,3:00pm-3:59pm,39,Local Street - Municipality,Urban,Minor Arterial,City or Municipal Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Traffic Sign Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadside,,Daylight,Cloudy,No,Not Applicable,40.39223056,-105.10680833,LARIMER (69),LOVELAND
80502,2021,1,1,1,1,1,0,1,1,Colorado,October,12,Tuesday,7:00pm-7:59pm,18,Local Street - Municipality,Urban,Minor Arterial,City or Municipal Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Intersection-Related,T-Intersection,On Roadway,,Dark - Lighted,Clear,No,Not Applicable,38.73301111,-104.6957,EL PASO (41),FOUNTAIN
80503,2021,1,0,0,1,1,0,1,1,Colorado,October,20,Wednesday,8:00pm-8:59pm,25,U.S. Highway,Urban,Principal Arterial - Other Freeways and Expressways,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Guardrail Face,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadside,,Dark - Lighted,Clear,No,Not Applicable,38.32345,-104.70027778,PUEBLO (101),NOT APPLICABLE
80504,2021,1,0,0,1,1,0,1,1,Colorado,October,21,Thursday,7:00am-7:59am,48,County Road,Rural,Major Collector,County Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Live Animal,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,39.27166667,-104.95592222,DOUGLAS (35),NOT APPLICABLE
